	11314340	24889392	11409972	11338033	10184653	5287969	6450551	11364421	9926054	16007391	5328940	11234052	11656518	6918454	156414	9933475	11626560	3062316	156422	44150621	176167	176870	42642645	11717001	16725726	11617559	123631	5291	4908365	11427553	208908	126565	11485656	9929127	11712649	10074640	51004351	11667893	9915743	644241	447077	10461815	9884685	24180719	25243800	10113978	17755052	11984591	153999	25127112	176155	24779724	3025986	10138260	10127622	216239	44259	5329102	16038120	10427712	16722836	3038522	9926791	5494449	3038525	3081361	9809715	151194
11314340	1	0.104348	0.0873786	0.0898876	0.0869565	0.0707071	0.129032	0.079646	0.148148	0.144144	0.106796	0.148936	0.111111	0.0625	0.0892857	0.13	0.121212	0.0934579	0.12381	0.0740741	0.0918367	0.137931	0.0964912	0.101124	0.0803571	0.158537	0.107843	0.135922	0.0731707	0.116279	0.165138	0.0792079	0.157303	0.139785	0.0679612	0.134615	0.0803571	0.104167	0.12069	0.109091	0.0833333	0.0847458	0.0860215	0.103093	0.0652174	0.10101	0.125	0.0990991	0.0869565	0.102041	0.109756	0.119565	0.0612245	0.0917431	0.0776699	0.0851064	0.0761905	0.09	0.0990991	0.105263	0.127451	0.12037	0.0816327	0.0990099	0.0631579	0.111111	0.0934579	0.126582
24889392	0.104348	1	0.245455	0.0892857	0.145038	0.0826446	0.0833333	0.122137	0.102804	0.160305	0.130081	0.0901639	0.153846	0.0948276	0.235294	0.131148	0.088	0.183333	0.324074	0.0930233	0.118644	0.107143	0.25	0.0982143	0.106061	0.111111	0.221239	0.173554	0.107843	0.0900901	0.117647	0.0806452	0.174312	0.10084	0.106557	0.181818	0.0895522	0.12931	0.115108	0.139535	0.0932203	0.0928571	0.135135	0.0909091	0.0423729	0.0983607	0.163934	0.0970149	0.106195	0.0813008	0.0841121	0.0847458	0.172727	0.16129	0.123967	0.198113	0.0866142	0.0806452	0.0970149	0.0686275	0.25	0.216667	0.10084	0.162393	0.0588235	0.106557	0.154472	0.0754717
11409972	0.0873786	0.245455	1	0.103093	0.173913	0.0841121	0.116505	0.147826	0.0957447	0.201754	0.127273	0.113208	0.176471	0.12	0.2	0.160377	0.0900901	0.175926	0.185185	0.115044	0.135922	0.135417	0.216216	0.0693069	0.0826446	0.129032	0.182692	0.221154	0.126437	0.104167	0.132231	0.0625	0.189474	0.126214	0.132075	0.207547	0.0737705	0.171717	0.138211	0.147826	0.106796	0.104	0.0882353	0.135922	0.08	0.101852	0.133929	0.109244	0.0679612	0.0925926	0.0744681	0.0660377	0.128713	0.131579	0.130841	0.4	0.0789474	0.11215	0.109244	0.0561798	0.190476	0.235849	0.148515	0.174757	0.0776699	0.153846	0.186916	0.0879121
11338033	0.0898876	0.0892857	0.103093	1	0.153846	0.134831	0.136364	0.181818	0.0731707	0.119266	0.10101	0.0510204	0.0714286	0.182927	0.135922	0.0588235	0.177778	0.191489	0.118812	0.0882353	0.108696	0.0804598	0.0909091	0.0568182	0.0943396	0.0588235	0.0909091	0.142857	0.136986	0.197368	0.0990991	0.0833333	0.166667	0.188235	0.153846	0.141414	0.0943396	0.147727	0.136364	0.125	0.151163	0.171429	0.0786517	0.159091	0.0449438	0.0612245	0.131313	0.0833333	0.104651	0.107527	0.075	0.0652174	0.207317	0.117647	0.139785	0.154762	0.0909091	0.11828	0.147059	0.0821918	0.1	0.0943396	0.122222	0.152174	0.129412	0.09375	0.108911	0.105263
10184653	0.0869565	0.145038	0.173913	0.153846	1	0.112069	0.113043	0.150794	0.104762	0.229508	0.17094	0.119658	0.117647	0.213592	0.526316	0.172414	0.165217	0.147541	0.165289	0.0944882	0.101695	0.270833	0.233333	0.0614035	0.0909091	0.0925926	0.431579	0.147541	0.11	0.0917431	0.282051	0.0819672	0.166667	0.151786	0.166667	0.137097	0.107692	0.151786	0.40367	0.124031	0.133929	0.118519	0.0973451	0.181818	0.0614035	0.147826	0.111111	0.141732	0.138889	0.110169	0.0754717	0.0677966	0.133929	0.136	0.175439	0.179245	0.088	0.118644	0.16	0.0490196	0.15	0.210084	0.162162	0.145299	0.107143	0.291262	0.138211	0.142857
5287969	0.0707071	0.0826446	0.0841121	0.134831	0.112069	1	0.0792079	0.135135	0.0543478	0.0650407	0.113208	0.0566038	0.0458716	0.115789	0.105263	0.0733945	0.105769	0.141509	0.109091	0.121495	0.14433	0.0618557	0.0840336	0.0736842	0.0683761	0.0531915	0.114286	0.110092	0.164557	0.0989011	0.0916667	0.13	0.0918367	0.1	0.117647	0.109091	0.106195	0.0784314	0.0894309	0.0588235	0.173913	0.157895	0.117021	0.0776699	0.0851064	0.0560748	0.12037	0.0956522	0.142857	0.0769231	0.0555556	0.0594059	0.08	0.118182	0.0952381	0.0927835	0.114286	0.0761905	0.166667	0.0864198	0.0917431	0.0775862	0.111111	0.127451	0.141304	0.128713	0.141509	0.0813953
6450551	0.129032	0.0833333	0.116505	0.136364	0.113043	0.0792079	1	0.106195	0.0909091	0.150442	0.0733945	0.0990099	0.0970874	0.105263	0.106195	0.0943396	0.0654206	0.121495	0.12037	0.0818182	0.134021	0.108696	0.113043	0.0631579	0.0420168	0.0769231	0.0841121	0.132075	0.123457	0.285714	0.092437	0.0769231	0.177778	0.224719	0.107843	0.12037	0.0877193	0.184783	0.156522	0.126126	0.126316	0.0916667	0.106383	0.145833	0.0520833	0.12	0.111111	0.0964912	0.0842105	0.0776699	0.0930233	0.164835	0.103093	0.109091	0.128713	0.179775	0.0943396	0.12	0.0964912	0.0740741	0.0925926	0.107143	0.112245	0.175258	0.106383	0.0865385	0.100917	0.108434
11364421	0.079646	0.122137	0.147826	0.181818	0.150794	0.135135	0.106195	1	0.107843	0.113636	0.196429	0.0847458	0.101695	0.161905	0.145161	0.146552	0.110169	0.161017	0.15	0.133333	0.123894	0.122642	0.16	0.0630631	0.119048	0.15	0.156522	0.256881	0.148936	0.115385	0.0970149	0.075	0.0982143	0.145455	0.171171	0.210526	0.101562	0.125	0.136364	0.183333	0.203883	0.121212	0.1	0.144144	0.0630631	0.112069	0.113821	0.173554	0.0909091	0.113043	0.0673077	0.0695652	0.127273	0.120968	0.149123	0.119266	0.0901639	0.112069	0.314815	0.0612245	0.184211	0.184874	0.135135	0.18018	0.0707965	0.25	0.181034	0.0686275
9926054	0.148148	0.102804	0.0957447	0.0731707	0.104762	0.0543478	0.0909091	0.107843	1	0.102804	0.105263	0.11236	0.147727	0.0689655	0.0970874	0.106383	0.108696	0.125	0.123711	0.07	0.101124	0.139241	0.0943396	0.0853659	0.0980392	0.146667	0.11828	0.125	0.0675676	0.0481928	0.12381	0.0752688	0.146341	0.114943	0.0978261	0.112245	0.0566038	0.127907	0.1	0.118812	0.117647	0.0625	0.0823529	0.113636	0.0722892	0.149425	0.102041	0.107843	0.0833333	0.0879121	0.0789474	0.13253	0.091954	0.0784314	0.120879	0.0941176	0.0721649	0.0989011	0.107843	0.102941	0.139785	0.0980392	0.0777778	0.0967742	0.0574713	0.122222	0.0693069	0.0958904
16007391	0.144144	0.160305	0.201754	0.119266	0.229508	0.0650407	0.150442	0.113636	0.102804	1	0.139344	0.136752	0.144068	0.114035	0.25641	0.189655	0.0793651	0.163934	0.134921	0.0930233	0.0819672	0.265306	0.209677	0.0789474	0.0735294	0.111111	0.243243	0.136	0.0865385	0.110092	0.235772	0.0806452	0.174312	0.13913	0.144068	0.125984	0.0814815	0.149123	0.174242	0.122137	0.121739	0.0851064	0.0862069	0.147826	0.0695652	0.12605	0.109375	0.148438	0.0775862	0.0991736	0.0943396	0.0756303	0.0932203	0.125	0.172414	0.165138	0.0697674	0.185841	0.0970149	0.0792079	0.186441	0.226891	0.12931	0.162393	0.105263	0.205357	0.11811	0.106796
5328940	0.106796	0.130081	0.127273	0.10101	0.17094	0.113208	0.0733945	0.196429	0.105263	0.139344	1	0.100917	0.0990991	0.151515	0.300971	0.344086	0.118182	0.194444	0.181818	0.103448	0.101852	0.247191	0.317308	0.0576923	0.0991736	0.163043	0.420455	0.183486	0.149425	0.0693069	0.14876	0.0521739	0.0648148	0.156863	0.0990991	0.171171	0.0555556	0.0825688	0.314815	0.0806452	0.137255	0.09375	0.0865385	0.122642	0.0576923	0.0900901	0.121739	0.116667	0.0566038	0.100917	0.040404	0.0747664	0.0841121	0.0826446	0.171429	0.106796	0.0683761	0.0521739	0.229358	0.0434783	0.175926	0.33	0.12381	0.12844	0.0761905	0.311828	0.151786	0.0978261
