	11314340	24889392	11409972	11338033	10184653	5287969	6450551	11364421	9926054	16007391	5328940	11234052	11656518	6918454	156414	9933475	11626560	3062316	156422	44150621	176167	176870	42642645	11717001	16725726	11617559	123631	5291	4908365	11427553	208908	126565	11485656	9929127	11712649	10074640	51004351	11667893	9915743	644241	447077	10461815	9884685	24180719	25243800	10113978	17755052	11984591	153999	25127112	176155	24779724	3025986	10138260	10127622	216239	44259	5329102	16038120	10427712	16722836	3038522	9926791	5494449	3038525	3081361	9809715	151194
T1	1	0	0	0	0	1	1	1	0	1	1	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	1	1	1	1	1	0	0	0	1	0	0	1	1	1	1	1	0	0	1	0	0	1	0
T2	0	0	1	0	1	1	1	1	0	1	1	1	0	0	1	1	1	1	0	1	0	1	1	0	0	0	1	1	1	1	0	1	0	0	1	1	0	0	0	1	1	1	0	1	1	1	0	1	0	1	0	0	0	1	0	1	1	1	1	0	1	0	0	1	0	1	1	0
T3	0	0	1	0	1	0	1	0	0	1	1	0	1	0	1	1	1	1	1	0	0	1	1	0	0	0	0	1	1	1	0	0	0	0	0	1	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0	0	1	0	1	1	0
T4	0	0	1	0	1	1	1	0	0	1	1	0	0	0	1	1	1	1	0	1	0	1	1	0	0	0	1	1	1	1	0	1	0	0	0	1	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0	0	1	0	1	1	0
T5	0	0	1	0	1	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	0	1	1	0	0	0	1	1	1	1	0	1	0	0	0	1	0	1	0	1	1	0	0	1	0	1	0	0	0	1	0	0	0	1	0	1	1	1	1	0	1	0	0	1	0	1	1	0
T6	0	0	1	0	1	1	1	1	0	1	1	1	0	0	1	1	1	1	0	1	0	1	1	0	0	0	1	1	1	1	0	1	0	0	0	1	0	1	0	1	1	1	0	1	1	1	0	0	0	1	0	0	0	1	0	1	1	1	1	1	1	0	0	1	0	1	1	0
T7	0	0	1	0	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	0	0	1	1	1	1	0	1	0	0	1	1	1	1	0	1	1	0	0	1	1	1	0	1	0	1	1	1	0	1	0	1	1	1	1	1	1	0	1	1	0	1	1	0
T8	0	0	1	0	1	1	1	1	0	0	1	1	1	0	1	1	1	1	0	1	0	1	1	0	0	0	1	1	1	1	0	1	0	0	1	1	1	0	0	1	1	1	0	1	1	1	0	1	0	0	1	0	0	1	0	1	1	1	1	1	1	0	1	1	0	1	1	0
T9	0	0	1	0	1	1	1	0	0	1	1	1	1	0	1	1	1	1	0	1	0	1	1	0	0	0	1	1	1	1	0	1	0	0	1	1	0	0	0	1	1	1	0	1	1	1	0	1	0	1	0	0	0	1	0	1	1	1	1	0	1	0	0	1	0	1	1	0
T10	0	0	1	0	1	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	0	1	1	0	0	0	1	1	1	1	0	1	0	0	1	1	0	1	1	1	1	0	0	1	1	1	0	1	0	1	0	0	0	1	0	1	1	1	1	0	1	0	0	1	0	1	1	0
T11	0	0	1	0	1	1	1	0	0	1	1	1	1	0	1	1	1	1	0	1	0	1	1	0	0	0	1	1	1	1	0	1	0	0	1	1	0	0	1	1	1	1	0	1	1	1	0	1	0	1	0	0	0	1	0	1	1	1	1	0	1	0	0	1	0	1	1	0
T12	0	1	1	0	1	0	1	0	0	1	1	1	1	0	1	1	1	1	1	1	0	1	1	0	0	0	0	0	1	1	0	1	1	0	1	0	1	0	0	1	1	1	0	0	1	1	0	1	0	0	0	0	0	1	0	1	1	1	1	1	1	0	0	1	0	1	1	0
T13	0	0	1	0	1	0	1	0	0	1	1	1	0	0	1	1	1	1	1	1	0	1	1	0	0	0	0	0	1	1	0	1	0	0	1	0	1	0	0	0	1	1	0	0	1	1	0	1	0	0	0	0	0	1	0	1	1	1	1	1	1	0	1	1	0	1	1	0
T14	0	0	1	0	1	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	0	1	1	0	0	0	1	1	1	1	0	1	0	0	1	1	0	1	0	1	1	1	0	1	1	1	0	1	0	0	0	0	0	1	0	1	1	1	1	0	1	0	0	1	0	1	1	0
T15	0	0	1	0	1	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	0	1	1	0	0	0	1	1	1	1	0	1	0	0	1	1	0	1	0	1	1	1	0	1	1	1	0	1	0	1	0	0	0	1	0	1	1	1	1	0	1	0	0	1	0	1	1	0
T16	0	0	1	0	1	1	1	1	0	1	1	1	1	0	1	1	1	1	0	1	0	1	1	0	0	0	1	1	1	1	0	1	0	0	1	1	0	1	0	1	1	1	0	1	1	1	0	1	0	0	0	0	0	1	0	1	1	1	1	0	1	0	0	1	0	1	1	0
T17	0	0	1	0	0	0	1	0	0	0	1	1	1	0	1	1	1	1	1	0	0	1	1	0	0	0	1	1	1	1	0	1	0	0	1	1	0	1	0	1	1	1	0	1	1	1	0	1	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0	1	1	1	1	0
T18	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	1	0	1	1	0
T19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0
T20	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
T21	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
T22	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	1	0
T23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0
T24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0
T25	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
T26	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
T27	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
T28	0	0	1	0	0	1	0	1	0	0	1	0	0	0	1	1	1	0	0	1	0	1	1	0	0	0	0	0	1	1	0	1	1	0	0	0	1	0	0	0	0	1	0	0	1	1	0	1	0	1	0	0	0	1	0	0	1	1	1	0	1	0	0	1	0	1	1	0
T29	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	1	1	0	1	0	0	1	0	1	1	0
T30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	1	0	1	0	0	1	0	0	1	0
T31	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	1	1	1	0	1	0	0	1	0	0	0	0
T32	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	1	1	0	1	0	0	1	0	0	1	0
T33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
T34	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
T35	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	1	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	1	1	0	1	0	0	1	0	0	0	0
T36	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	1	1	0	0	1	0	1	1	0	0	0	0	0	1	1	0	1	1	0	1	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	1	1	1	1	0	1	1	0	1	0	0	1	0
T37	1	0	1	0	0	0	1	0	0	1	0	0	0	1	1	1	1	0	0	1	0	1	1	0	0	0	0	0	1	1	0	1	1	0	1	0	1	1	0	0	1	1	0	1	0	1	0	1	0	1	0	0	1	1	0	1	1	1	1	0	1	1	0	1	0	1	1	0
T38	0	0	1	0	1	1	1	0	0	1	1	0	0	0	1	1	1	0	0	1	1	1	1	0	0	0	1	0	1	1	0	1	1	0	1	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	1	1	1	1	0	1	1	0	1	0	1	1	0
T39	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	1	1	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	1	1	1	0	0	0	1	0	0	1	1	1	1	1	0	1	1	0	0	1	0
T40	0	0	1	0	1	0	1	0	0	1	1	1	1	0	1	1	1	1	1	1	0	1	1	0	0	0	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	0	0	0	0	1	0	0	1	1	1	0	1	0	0	1	1	1	1	0
T41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
T42	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	1	0	0	1	1	1	0	1	0	1	1	0	0	1	0	0	1	1	1	0	1	0	0	1	0	1	0	0
T43	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	1	1	0	1	0	0	1	0	0	1	0
T44	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0
T45	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	1	1	1	0	1	0	1	1	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0
T46	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	1	0	1	1	1	1	0	1	0	1	1	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0
T47	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	1	1	0	1	0	0	1	0	0	0	0	0	1	1	1	1	1	0	0	0	0	1	0	1
T48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	0	0	0	1	0	0	0	0
T49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0
T50	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	1	1	0	1	0	0	1	0	1	1	0
T51	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	1	1	1	0	1	0	0	0	1	0	0	1	1	1	0	1	0	1	1	0	0	1	0
T52	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	1	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	1	1	1	0	0	0	1	0	0	1	1	1	0	1	0	1	1	0	0	1	0
T53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	0	0	1	1	1	0	1	0	0	1	0	0	1	0
